"internal_id","generated_internal_id","award_id","recipient_name","recipient_state","action_date","modification_number","federal_action_obligation","action_year"
260054466,"ASST_NON_CA0695L9D011407_086","CA0695L9D011407","CRISIS HOUSE","CA","2015-02-12",NA,414891,2015
260054473,"ASST_NON_CA0696L9D011407_086","CA0696L9D011407","CRISIS HOUSE","CA","2015-02-12",NA,192211,2015
260054482,"ASST_NON_CA0698L9D011407_086","CA0698L9D011407","VOLUNTEERS OF AMERICA, SOUTHWEST CALIFORNIA, INCORPORATION","CA","2015-02-12",NA,294538,2015
260054489,"ASST_NON_CA0699L9D011407_086","CA0699L9D011407","INTERFAITH COMMUNITY SERVICES, INC","CA","2015-02-12",NA,101972,2015
260054972,"ASST_NON_CA0700L9D011407_086","CA0700L9D011407","INTERFAITH COMMUNITY SERVICES, INC","CA","2015-02-12",NA,62844,2015
260054983,"ASST_NON_CA0702L9D011407_086","CA0702L9D011407","REGIONAL TASK FORCE ON THE HOMELESS, INC","CA","2015-02-12",NA,417072,2015
260055000,"ASST_NON_CA0703L9D011407_086","CA0703L9D011407","COMMUNITY HOUSINGWORKS","CA","2015-02-12",NA,43989,2015
260055017,"ASST_NON_CA0704L9D011407_086","CA0704L9D011407","COMMUNITY RESOURCE CENTER","CA","2015-02-12",NA,54415,2015
260055024,"ASST_NON_CA0705L9D011407_086","CA0705L9D011407","MENTAL HEALTH SYSTEMS, INC.","CA","2015-02-12",NA,238161,2015
260055031,"ASST_NON_CA0706L9D011407_086","CA0706L9D011407","MENTAL HEALTH SYSTEMS, INC.","CA","2015-02-12",NA,73760,2015
260055040,"ASST_NON_CA0707L9D011407_086","CA0707L9D011407","VIETNAM VETERANS OF SAN DIEGO","CA","2015-02-12",NA,207786,2015
260055047,"ASST_NON_CA0708L9D011407_086","CA0708L9D011407","MENTAL HEALTH SYSTEMS, INC.","CA","2015-02-12",NA,282511,2015
260055064,"ASST_NON_CA0709L9D011407_086","CA0709L9D011407","COMMUNITY HOUSINGWORKS","CA","2015-02-12",NA,63271,2015
260055479,"ASST_NON_CA0710L9D011407_086","CA0710L9D011407","INTERFAITH COMMUNITY SERVICES, INC","CA","2015-02-12",NA,85701,2015
260055488,"ASST_NON_CA0711L9D011407_086","CA0711L9D011407","INTERFAITH COMMUNITY SERVICES, INC","CA","2015-02-12",NA,80832,2015
260055499,"ASST_NON_CA0712L9D011407_086","CA0712L9D011407","SBCS CORPORATION","CA","2015-02-12",NA,95722,2015
260055508,"ASST_NON_CA0713L9D011407_086","CA0713L9D011407","SBCS CORPORATION","CA","2015-02-12",NA,86151,2015
260055517,"ASST_NON_CA0714L9D011407_086","CA0714L9D011407","CITY OF OCEANSIDE","CA","2015-02-12",NA,145091,2015
260055533,"ASST_NON_CA0715L9D111407_086","CA0715L9D111407","VENTURA, COUNTY OF","CA","2015-02-12",NA,90778,2015
260055551,"ASST_NON_CA0717L9D111407_086","CA0717L9D111407","COUNTY OF VENTURA","CA","2015-02-12",NA,53165,2015
260055563,"ASST_NON_CA0719L9D111407_086","CA0719L9D111407","VENTURA, COUNTY OF","CA","2015-02-12",NA,351831,2015
260055983,"ASST_NON_CA0721L9D111407_086","CA0721L9D111407","TURNING POINT FOUNDATION","CA","2015-02-12",NA,37435,2015
260056007,"ASST_NON_CA0724L9D121407_086","CA0724L9D121407","CITY OF GLENDALE","CA","2015-02-12",NA,301177,2015
260056024,"ASST_NON_CA0726L9D121407_086","CA0726L9D121407","CITY OF GLENDALE","CA","2015-02-12",NA,157924,2015
260056130,"ASST_NON_CA0728L9D121407_086","CA0728L9D121407","CITY OF GLENDALE","CA","2015-02-12",NA,88577,2015
260056147,"ASST_NON_CA0729L9D121407_086","CA0729L9D121407","CITY OF GLENDALE","CA","2015-02-12",NA,221431,2015
260056900,"ASST_NON_CA0731L9D121407_086","CA0731L9D121407","CITY OF GLENDALE","CA","2015-02-12",NA,158467,2015
260056919,"ASST_NON_CA0732L9D121407_086","CA0732L9D121407","CITY OF GLENDALE","CA","2015-02-12",NA,620951,2015
260056926,"ASST_NON_CA0733L9D121407_086","CA0733L9D121407","CITY OF GLENDALE","CA","2015-02-12",NA,343379,2015
260056946,"ASST_NON_CA0735L9D131405_086","CA0735L9D131405","CITY OF CALEXICO HOUSING AUTHORITY","CA","2015-02-12",NA,41500,2015
260056953,"ASST_NON_CA0736L9D131407_086","CA0736L9D131407","WOMANHAVEN","CA","2015-02-12",NA,164445,2015
260056961,"ASST_NON_CA0737L9D141406_086","CA0737L9D141406","COUNTY OF SAN LUIS OBISPO","CA","2015-02-12",NA,61160,2015
260057072,"ASST_NON_CA0739L9D141406_086","CA0739L9D141406","COUNTY OF SAN LUIS OBISPO","CA","2015-02-12",NA,62700,2015
260057668,"ASST_NON_CA0740L9D141407_086","CA0740L9D141407","COUNTY OF SAN LUIS OBISPO","CA","2015-02-12",NA,483009,2015
260057676,"ASST_NON_CA0741L9D141407_086","CA0741L9D141407","COUNTY OF SAN LUIS OBISPO","CA","2015-02-12",NA,215422,2015
260057684,"ASST_NON_CA0742L9D001407_086","CA0742L9D001407","HOUSING AUTHORITY OF THE COUNTY OF LOS ANGELES, THE","CA","2015-02-12",NA,686260,2015
260057700,"ASST_NON_CA0745L9T001406_086","CA0745L9T001406","ABODE SERVICES","CA","2015-02-12",NA,445314,2015
260057708,"ASST_NON_CA0746L9T001406_086","CA0746L9T001406","SANTA CLARA COUNTY HOUSING AUTHORITY","CA","2015-02-12",NA,307497,2015
260057721,"ASST_NON_CA0747L9T021406_086","CA0747L9T021406","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2015-02-12",NA,584688,2015
260057769,"ASST_NON_CA0748L9T021405_086","CA0748L9T021405","ABODE HOUSING DEVELOPMENT","CA","2015-02-12",NA,36166,2015
260057785,"ASST_NON_CA0749L9T021405_086","CA0749L9T021405","CITY OF BERKELEY","CA","2015-02-12",NA,518038,2015
260058255,"ASST_NON_CA0750L9T031406_086","CA0750L9T031406","SACRAMENTO STEPS FORWARD","CA","2015-02-12","2015-02-12101600050132",332623,2015
260058269,"ASST_NON_CA0751L9T031406_086","CA0751L9T031406","SACRAMENTO STEPS FORWARD","CA","2015-02-12",NA,164635,2015
260058278,"ASST_NON_CA0752L9T041406_086","CA0752L9T041406","BUCKELEW PROGRAMS","CA","2015-02-12",NA,80117,2015
260058297,"ASST_NON_CA0755L9T061406_086","CA0755L9T061406","HOUSING AUTHORITY OF COUNTY OF MONTE","CA","2015-02-12",NA,125045,2015
260058313,"ASST_NON_CA0756L9T071406_086","CA0756L9T071406","HOUSING AUTHORITY OF THE COUNTY OF MARIN","CA","2015-02-12",NA,62446,2015
260058325,"ASST_NON_CA0758L9T101404_086","CA0758L9T101404","COMMUNITY IMPACT CENTRAL VALLEY","CA","2015-02-12","2015-02-12101600050156",231426,2015
260058339,"ASST_NON_CA0759L9T101404_086","CA0759L9T101404","STANISLAUS REGIONAL HOUSING AUTHORITY","CA","2015-02-12","2015-02-12101600050160",84795,2015
260058730,"ASST_NON_CA0761L9T111404_086","CA0761L9T111404","SAN JOAQUIN COUNTY - HUMAN SERVICES AGENCY","CA","2015-02-12","2015-02-12101600050164",144300,2015
260058739,"ASST_NON_CA0762L9T111405_086","CA0762L9T111405","COUNTY OF SAN JOAQUIN COM DEV SERVICES","CA","2015-02-12",NA,209884,2015
260058747,"ASST_NON_CA0763L9T111404_086","CA0763L9T111404","COUNTY OF SAN JOAQUIN COM DEV SERVICES","CA","2015-02-12","2015-02-12101600050172",157581,2015
260058763,"ASST_NON_CA0764L9T121406_086","CA0764L9T121406","HOUSING AUTHORITY OF COUNTY OF SAN M","CA","2015-02-12",NA,175891,2015
260058785,"ASST_NON_CA0767L9T141406_086","CA0767L9T141406","MARJAREE MASON CENTER, INC","CA","2015-02-12",NA,108145,2015
260058884,"ASST_NON_CA0768L9T141406_086","CA0768L9T141406","MARJAREE MASON CENTER, INC","CA","2015-02-12",NA,293323,2015
260058890,"ASST_NON_CA0769L9T141406_086","CA0769L9T141406","FRESNO COUNTY ECONOMIC OPPORTUNITIES COMMISSION","CA","2015-02-12",NA,184008,2015
260059547,"ASST_NON_CA0770L9T141406_086","CA0770L9T141406","FRESNO COUNTY ECONOMIC OPPORTUNITIES COMMISSION","CA","2015-02-12",NA,597022,2015
260059561,"ASST_NON_CA0772L9T141406_086","CA0772L9T141406","COMMUNITY ACTION PARTNERSHIP OF MADERA COUNTY, INC.","CA","2015-02-12",NA,188921,2015
260059577,"ASST_NON_CA0773L9T141406_086","CA0773L9T141406","TURNING POINT OF CENTRAL CALIFORNIA INC","CA","2015-02-12",NA,445347,2015
260059593,"ASST_NON_CA0774L9T151405_086","CA0774L9T151405","PLACER COUNTY- ADULT SYSTEM OF CARE","CA","2015-02-12",NA,273092,2015
260059609,"ASST_NON_CA0776L9T161406_086","CA0776L9T161406","NORTHERN VALLEY CATHOLIC SOCIAL SERVICE, INC.","CA","2015-02-12",NA,104075,2015
260059618,"ASST_NON_CA0777L9T171406_086","CA0777L9T171406","BUCKELEW PROGRAMS","CA","2015-02-12",NA,62673,2015
260059691,"ASST_NON_CA0778L9T181407_086","CA0778L9T181407","REYNAISSANCE FAMILY CENTER","CA","2015-02-12",NA,42600,2015
260059699,"ASST_NON_CA0779L9T191406_086","CA0779L9T191406","CAMINAR","CA","2015-02-12",NA,63039,2015
260060111,"ASST_NON_CA0780L9T201406_086","CA0780L9T201406","COUNTY OF MERCED","CA","2015-02-12",NA,133885,2015
260060132,"ASST_NON_CA0783L9D001406_086","CA0783L9D001406","HOUSING AUTHORITY OF THE CITY OF LOS ANGELES","CA","2015-02-12",NA,298615,2015
260060148,"ASST_NON_CA0784L9D001406_086","CA0784L9D001406","LOS ANGELES HOMELESS SERVICES AUTHORITY","CA","2015-02-12",NA,51339,2015
260060161,"ASST_NON_CA0787L9D001406_086","CA0787L9D001406","LOS ANGELES HOMELESS SERVICES AUTHORITY","CA","2015-02-12",NA,77937,2015
260060171,"ASST_NON_CA0791L9D001406_086","CA0791L9D001406","HOUSING AUTHORITY OF THE COUNTY OF LOS ANGELES, THE","CA","2015-02-12",NA,480208,2015
260060181,"ASST_NON_CA0792L9D001406_086","CA0792L9D001406","HOUSING AUTHORITY OF THE COUNTY OF LOS ANGELES, THE","CA","2015-02-12",NA,456558,2015
260060200,"ASST_NON_CA0797L9D001406_086","CA0797L9D001406","HOUSING AUTHORITY OF THE CITY OF LOS ANGELES","CA","2015-02-12",NA,2015291,2015
260060247,"ASST_NON_CA0798L9D001406_086","CA0798L9D001406","HOUSING AUTHORITY OF THE CITY OF LOS ANGELES","CA","2015-02-12",NA,728373,2015
260060263,"ASST_NON_CA0799L9D001406_086","CA0799L9D001406","HOUSING AUTHORITY OF THE CITY OF LOS ANGELES","CA","2015-02-12",NA,442774,2015
260060783,"ASST_NON_CA0800L9D001406_086","CA0800L9D001406","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2015-02-12","2015-02-12101600052028",183894,2015
260060799,"ASST_NON_CA0801L9D001406_086","CA0801L9D001406","LOS ANGELES HOMELESS SERVICES AUTHORITY","CA","2015-02-12","2015-02-12101600052032",49864,2015
260060808,"ASST_NON_CA0802L9D011406_086","CA0802L9D011406","ST. VINCENT DE PAUL VILLAGE, INC.","CA","2015-02-12","2015-02-12101600052036",44809,2015
260060824,"ASST_NON_CA0803L9D011406_086","CA0803L9D011406","SAN DIEGO HOUSING COMMISSION","CA","2015-02-12","2015-02-12101600052040",361916,2015
260060841,"ASST_NON_CA0804L9D021406_086","CA0804L9D021406","ORANGE COUNTY HOUSING AUTHORITY","CA","2015-02-12","2015-02-12101600052044",734157,2015
260060862,"ASST_NON_CA0806L9D021406_086","CA0806L9D021406","COLETTE'S CHILDREN HOME, INC.","CA","2015-02-12","2015-02-12101600052048",126260,2015
260060868,"ASST_NON_CA0807L9D021406_086","CA0807L9D021406","COLETTE'S CHILDREN HOME, INC.","CA","2015-02-12","2015-02-12101600052052",126260,2015
260060899,"ASST_NON_CA0810L9D021406_086","CA0810L9D021406","VETERANS FIRST","CA","2015-02-12","2015-02-12101600052056",216259,2015
260060905,"ASST_NON_CA0811L9D041406_086","CA0811L9D041406","HOUSING AUTHORITY OF THE COUNTY OF KERN","CA","2015-02-12","2015-02-12101600052060",1043784,2015
260060919,"ASST_NON_CA0813L9D081406_086","CA0813L9D081406","RIVERSIDE, COUNTY OF","CA","2015-02-12","2015-02-12101600052064",280238,2015
260060931,"ASST_NON_CA0816L9D091406_086","CA0816L9D091406","HOUSING AUTHORITY OF THE COUNTY OF SAN BERNARDINO","CA","2015-02-12","2015-02-12101600052068",377231,2015
260060946,"ASST_NON_CA0818L9D011406_086","CA0818L9D011406","ALPHA PROJECT FOR THE HOMELESS","CA","2015-02-12","2015-02-12101600052072",147620,2015
260060961,"ASST_NON_CA0821L9T011405_086","CA0821L9T011405","CITY & COUNTY OF SAN FRANCISCO","CA","2015-02-12",NA,358404,2015
260060977,"ASST_NON_CA0822L9T091406_086","CA0822L9T091406","COUNTY OF MENDOCINO","CA","2015-02-12","2015-02-12101600050236",130736,2015
260060979,"ASST_NON_CA0824L9T001401_086","CA0824L9T001401","SOUTH COUNTY HOUSING CORPORATION","CA","2015-02-12",NA,191690,2015
260060982,"ASST_NON_CA0825L9T001402_086","CA0825L9T001402","COUNTY OF SANTA CLARA","CA","2015-02-12",NA,200207,2015
260061005,"ASST_NON_CA0827L9T021401_086","CA0827L9T021401","CITY OF BERKELEY","CA","2015-02-12",NA,217428,2015
260061046,"ASST_NON_CA0828L9T031402_086","CA0828L9T031402","SACRAMENTO STEPS FORWARD","CA","2015-02-12",NA,340163,2015
260061060,"ASST_NON_CA0829L9T041403_086","CA0829L9T041403","COMMITTEE ON THE SHELTERLESS","CA","2015-02-12",NA,80333,2015
260061562,"ASST_NON_CA0832L9T081401_086","CA0832L9T081401","HOUSING AUTHORITY OF THE COUNTY OF SANTA CRUZ","CA","2015-02-12",NA,16567,2015
260061565,"ASST_NON_CA0833L9T101402_086","CA0833L9T101402","COMMUNITY HOUSING AND SHELTER SERVICES OF STANISLAUS COUNTY","CA","2015-02-12",NA,184559,2015
260061588,"ASST_NON_CA0836L9T121401_086","CA0836L9T121401","HOUSING AUTHORITY OF COUNTY OF SAN M","CA","2015-02-12",NA,62446,2015
260061593,"ASST_NON_CA0838L9T131402_086","CA0838L9T131402","FAMILY SERVICES OF TULARE COUNTY","CA","2015-02-12",NA,61158,2015
260061625,"ASST_NON_CA0840L9T131401_086","CA0840L9T131401","FAMILY SERVICES OF TULARE COUNTY","CA","2015-02-12",NA,58117,2015
260061639,"ASST_NON_CA0841L9T141403_086","CA0841L9T141403","TURNING POINT OF CENTRAL CALIFORNIA INC","CA","2015-02-12",NA,610304,2015
260061653,"ASST_NON_CA0842L9T141403_086","CA0842L9T141403","MARJAREE MASON CENTER, INC","CA","2015-02-12",NA,224280,2015
260061658,"ASST_NON_CA0843L9T141402_086","CA0843L9T141402","MENTAL HEALTH SYSTEMS, INC.","CA","2015-02-12",NA,188554,2015
260061675,"ASST_NON_CA0845L9T181403_086","CA0845L9T181403","LUHAD","CA","2015-02-12",NA,29165,2015
260061679,"ASST_NON_CA0846L9T191403_086","CA0846L9T191403","BUTTE COUNTY BEHAVIORAL HEALTH","CA","2015-02-12",NA,42313,2015
260061686,"ASST_NON_CA0847L9T191403_086","CA0847L9T191403","BUTTE COUNTY BEHAVIORAL HEALTH","CA","2015-02-12",NA,25306,2015
260061747,"ASST_NON_CA0848L9T201403_086","CA0848L9T201403","TURNING POINT COMMUNITY PROGRAMS","CA","2015-02-12",NA,90123,2015
260061755,"ASST_NON_CA0849L9T201403_086","CA0849L9T201403","COMMUNITY/SOCIAL MODEL ADVOCATES, INC.","CA","2015-02-12",NA,44904,2015
260062299,"ASST_NON_CA0850L9T201403_086","CA0850L9T201403","TURNING POINT COMMUNITY PROGRAMS","CA","2015-02-12",NA,40021,2015
260062306,"ASST_NON_CA0851L9T211402_086","CA0851L9T211402","CITY OF WOODLAND","CA","2015-02-12",NA,23806,2015
260062311,"ASST_NON_CA0852L9T221403_086","CA0852L9T221403","DEPARTMENT OF HEALTH & HUMAN S","CA","2015-02-12",NA,43331,2015
260062959,"ASST_NON_CA0861L9D001403_086","CA0861L9D001403","LOS ANGELES HOMELESS SERVICES AUTHORITY","CA","2015-02-12",NA,386838,2015
260062976,"ASST_NON_CA0863L9D011401_086","CA0863L9D011401","SAN DIEGO HOUSING COMMISSION","CA","2015-02-12",NA,416922,2015
260062980,"ASST_NON_CA0864L9D021401_086","CA0864L9D021401","ORANGE COUNTY HOUSING AUTHORITY","CA","2015-02-12",NA,206335,2015
260062985,"ASST_NON_CA0865L9D021401_086","CA0865L9D021401","ORANGE COUNTY HOUSING AUTHORITY","CA","2015-02-12",NA,305976,2015
260062999,"ASST_NON_CA0866L9D031403_086","CA0866L9D031403","WILLBRIDGE OF SANTA BARBARA, INC.","CA","2015-02-12",NA,72032,2015
260063038,"ASST_NON_CA0868L9D031402_086","CA0868L9D031402","GOOD SAMARITAN SHELTER","CA","2015-02-12",NA,73570,2015
260063045,"ASST_NON_CA0869L9D041402_086","CA0869L9D041402","THE OPEN DOOR NETWORK","CA","2015-02-12",NA,133139,2015
260063541,"ASST_NON_CA0870L9D041402_086","CA0870L9D041402","WOMEN'S CENTER - HIGH DESERT","CA","2015-02-12",NA,116606,2015
260063545,"ASST_NON_CA0871L9D041402_086","CA0871L9D041402","HEARTHSTONE COMMUNITY SERVICES","CA","2015-02-12",NA,444033,2015
260063561,"ASST_NON_CA0875L9D081403_086","CA0875L9D081403","RIVERSIDE, COUNTY OF","CA","2015-02-12",NA,411590,2015
260063577,"ASST_NON_CA0877L9D091402_086","CA0877L9D091402","THE SALVATION ARMY","CA","2015-02-12",NA,292203,2015
260063593,"ASST_NON_CA0879L9D091403_086","CA0879L9D091403","NEW HOPE VILLAGE, INC.","CA","2015-02-12",NA,38564,2015
260063625,"ASST_NON_CA0887L9T001405_086","CA0887L9T001405","COUNTY OF SANTA CLARA","CA","2015-02-12",NA,330957,2015
260063630,"ASST_NON_CA0888L9T011405_086","CA0888L9T011405","CITY & COUNTY OF SAN FRANCISCO","CA","2015-02-12",NA,426538,2015
260063645,"ASST_NON_CA0889L9T011404_086","CA0889L9T011404","CITY & COUNTY OF SAN FRANCISCO","CA","2015-02-12",NA,607914,2015
260064227,"ASST_NON_CA0890L9T041405_086","CA0890L9T041405","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2015-02-12",NA,86993,2015
260064240,"ASST_NON_CA0891L9T041405_086","CA0891L9T041405","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2015-02-12",NA,120119,2015
260064253,"ASST_NON_CA0892L9T051405_086","CA0892L9T051405","HOUSING AUTHORITY OF CONTRA COSTA COUNTY","CA","2015-02-12",NA,64116,2015
260064268,"ASST_NON_CA0893L9T051405_086","CA0893L9T051405","CONTRA COSTA INTERFAITH TRANSITIONAL HOUSING, INC","CA","2015-02-12",NA,134223,2015
260064275,"ASST_NON_CA0895L9T101405_086","CA0895L9T101405","CENTER FOR HUMAN SERVICES","CA","2015-02-12",NA,43241,2015
260064290,"ASST_NON_CA0896L9T101405_086","CA0896L9T101405","COMMUNITY IMPACT CENTRAL VALLEY","CA","2015-02-12",NA,124894,2015
260064305,"ASST_NON_CA0897L9T101405_086","CA0897L9T101405","COMMUNITY HOUSING AND SHELTER SERVICES OF STANISLAUS COUNTY","CA","2015-02-12",NA,69643,2015
260064313,"ASST_NON_CA0899L9T101405_086","CA0899L9T101405","COMMUNITY IMPACT CENTRAL VALLEY","CA","2015-02-12",NA,165721,2015
260064318,"ASST_NON_CA0900L9T101405_086","CA0900L9T101405","TURNING POINT COMMUNITY PROGRAMS","CA","2015-02-12",NA,100078,2015
260064327,"ASST_NON_CA0902L9T111405_086","CA0902L9T111405","COUNTY OF SAN JOAQUIN COM DEV SERVICES","CA","2015-02-12",NA,406418,2015
260064342,"ASST_NON_CA0903L9T121405_086","CA0903L9T121405","LIFEMOVES","CA","2015-02-12","2015-02-12101600051284",118442,2015
260064357,"ASST_NON_CA0904L9T121405_086","CA0904L9T121405","HOUSING AUTHORITY OF COUNTY OF SAN M","CA","2015-02-12",NA,62446,2015
260064365,"ASST_NON_CA0906L9T141405_086","CA0906L9T141405","VALLEY TEEN RANCH","CA","2015-02-12",NA,30620,2015
260064379,"ASST_NON_CA0907L9T181405_086","CA0907L9T181405","VALLEJO LORD'S FELLOWSHIP CHURCH ASSEMBLIES OF GOD","CA","2015-02-12",NA,34410,2015
260064384,"ASST_NON_CA0908L9T191405_086","CA0908L9T191405","BUTTE COUNTY BEHAVIORAL HEALTH","CA","2015-02-12",NA,33305,2015
260064396,"ASST_NON_CA0913L9D001405_086","CA0913L9D001405","HOUSING AUTHORITY OF THE COUNTY OF LOS ANGELES, THE","CA","2015-02-12",NA,268253,2015
260064411,"ASST_NON_CA0914L9D001405_086","CA0914L9D001405","HOUSING AUTHORITY OF THE COUNTY OF LOS ANGELES, THE","CA","2015-02-12",NA,291148,2015
260064426,"ASST_NON_CA0915L9D001405_086","CA0915L9D001405","HOUSING AUTHORITY OF THE COUNTY OF LOS ANGELES, THE","CA","2015-02-12",NA,342904,2015
260064441,"ASST_NON_CA0916L9D001405_086","CA0916L9D001405","HOUSING AUTHORITY OF THE CITY OF LOS ANGELES","CA","2015-02-12",NA,540469,2015
260064456,"ASST_NON_CA0917L9D001405_086","CA0917L9D001405","HOUSING AUTHORITY OF THE CITY OF LOS ANGELES","CA","2015-02-12",NA,402195,2015
260064611,"ASST_NON_CA0920L9D001405_086","CA0920L9D001405","HOUSING AUTHORITY OF THE CITY OF LOS ANGELES","CA","2015-02-12",NA,870719,2015
260064626,"ASST_NON_CA0921L9D001405_086","CA0921L9D001405","HOUSING AUTHORITY OF THE CITY OF LOS ANGELES","CA","2015-02-12",NA,49755,2015
260064634,"ASST_NON_CA0923L9D001405_086","CA0923L9D001405","HOUSING AUTHORITY OF THE CITY OF LOS ANGELES","CA","2015-02-12",NA,328484,2015
260064649,"ASST_NON_CA0926L9D011405_086","CA0926L9D011405","THE ASSOCIATION FOR COMMUNITY HOUSING SOLUTIONS","CA","2015-02-12",NA,114245,2015
260064668,"ASST_NON_CA0929L9D021405_086","CA0929L9D021405","ORANGE COUNTY HOUSING AUTHORITY","CA","2015-02-12",NA,536589,2015
260065143,"ASST_NON_CA0930L9D021405_086","CA0930L9D021405","COLETTE'S CHILDREN HOME, INC.","CA","2015-02-12",NA,126260,2015
260065153,"ASST_NON_CA0933L9D071405_086","CA0933L9D071405","CITY OF PASADENA","CA","2015-02-12",NA,54146,2015
260065161,"ASST_NON_CA0935L9D081405_086","CA0935L9D081405","RIVERSIDE, COUNTY OF","CA","2015-02-12",NA,495470,2015
260065176,"ASST_NON_CA0936L9D081405_086","CA0936L9D081405","RIVERSIDE, COUNTY OF","CA","2015-02-12",NA,121426,2015
260065250,"ASST_NON_CA0938L9D091405_086","CA0938L9D091405","CENTRAL CITY LUTHERAN MISSION","CA","2015-02-12",NA,75740,2015
260065265,"ASST_NON_CA0939L9D091405_086","CA0939L9D091405","COUNTY OF SAN BERNARDINO","CA","2015-02-12",NA,250158,2015
260065845,"ASST_NON_CA0941L9D091405_086","CA0941L9D091405","FOOTHILL FAMILY SHELTER, INC.","CA","2015-02-12",NA,34125,2015
260065854,"ASST_NON_CA0944L9D011405_086","CA0944L9D011405","INTERFAITH COMMUNITY SERVICES, INC","CA","2015-02-12",NA,86234,2015
260065869,"ASST_NON_CA0945L9D011405_086","CA0945L9D011405","COUNTY OF SAN DIEGO","CA","2015-02-12",NA,183903,2015
260065938,"ASST_NON_CA0948L9D121405_086","CA0948L9D121405","CITY OF GLENDALE","CA","2015-02-12",NA,76552,2015
260066697,"ASST_NON_CA0950L9T001402_086","CA0950L9T001402","ABODE SERVICES","CA","2015-02-12","2015-02-12101600051264",390839,2015
260066711,"ASST_NON_CA0951L9T001403_086","CA0951L9T001403","COUNTY OF SANTA CLARA","CA","2015-02-12","2015-02-12101600051260",154820,2015
260066734,"ASST_NON_CA0953L9T021403_086","CA0953L9T021403","ABODE SERVICES","CA","2015-02-12","2015-02-12101600051256",474829,2015
260066749,"ASST_NON_CA0954L9T031403_086","CA0954L9T031403","SACRAMENTO STEPS FORWARD","CA","2015-02-12","2015-02-12101600051252",89932,2015
260066753,"ASST_NON_CA0955L9T031401_086","CA0955L9T031401","SACRAMENTO STEPS FORWARD","CA","2015-02-12","2015-02-12101600051248",317564,2015
260066766,"ASST_NON_CA0956L9T041402_086","CA0956L9T041402","COMMUNITY HOUSING SONOMA COUNTY","CA","2015-02-12","2015-02-12101600051244",72265,2015
260066779,"ASST_NON_CA0957L9T051402_086","CA0957L9T051402","SHELTER, INC.","CA","2015-02-12","2015-02-12101600051240",145348,2015
260066786,"ASST_NON_CA0958L9T061402_086","CA0958L9T061402","INTERIM, INC.","CA","2015-02-12","2015-02-12101600051236",98809,2015
260066799,"ASST_NON_CA0959L9T071402_086","CA0959L9T071402","HOMEWARD BOUND OF MARIN","CA","2015-02-12",NA,17719,2015
260066804,"ASST_NON_CA0960L9T081401_086","CA0960L9T081401","COUNTY OF SANTA CRUZ","CA","2015-02-12",NA,36815,2015
260066830,"ASST_NON_CA0964L9T101402_086","CA0964L9T101402","TURNING POINT COMMUNITY PROGRAMS","CA","2015-02-12",NA,136873,2015
260066833,"ASST_NON_CA0965L9T101401_086","CA0965L9T101401","STANISLAUS COUNTY AFFORDABLE HOUSING CORP","CA","2015-02-12",NA,67284,2015
260066909,"ASST_NON_CA0969L9T131401_086","CA0969L9T131401","TURNING POINT OF CENTRAL CALIFORNIA INC","CA","2015-02-12",NA,93377,2015
260067405,"ASST_NON_CA0970L9T131401_086","CA0970L9T131401","KINGS UNITED WAY","CA","2015-02-12",NA,53672,2015
260067437,"ASST_NON_CA0974L9T141401_086","CA0974L9T141401","MARJAREE MASON CENTER, INC","CA","2015-02-12",NA,222501,2015
260067452,"ASST_NON_CA0976L9T141403_086","CA0976L9T141403","HOUSING AUTHORITY OF THE CITY OF FRESNO","CA","2015-02-12",NA,76500,2015
260067464,"ASST_NON_CA0977L9T141401_086","CA0977L9T141401","HOUSING AUTHORITY OF THE CITY OF FRESNO","CA","2015-02-12",NA,77667,2015
260067488,"ASST_NON_CA0979L9T151402_086","CA0979L9T151402","ADVOCATES FOR MENTALLY ILL HOUSING INC","CA","2015-02-12",NA,31569,2015
260067496,"ASST_NON_CA0981L9T181403_086","CA0981L9T181403","CAMINAR","CA","2015-02-12",NA,30681,2015
260067505,"ASST_NON_CA0982L9T191402_086","CA0982L9T191402","BUTTE COUNTY BEHAVIORAL HEALTH","CA","2015-02-12",NA,25388,2015
260067514,"ASST_NON_CA0983L9T191402_086","CA0983L9T191402","BUTTE COUNTY BEHAVIORAL HEALTH","CA","2015-02-12",NA,25107,2015
260067522,"ASST_NON_CA0984L9T201402_086","CA0984L9T201402","COUNTY OF MERCED","CA","2015-02-12",NA,149097,2015
260067534,"ASST_NON_CA0985L9T201401_086","CA0985L9T201401","SIERRA SVING GRACE HMELESS PRJ","CA","2015-02-12",NA,38454,2015
260067546,"ASST_NON_CA0986L9T211402_086","CA0986L9T211402","CITY OF WOODLAND","CA","2015-02-12",NA,24007,2015
260067549,"ASST_NON_CA0987L9T221402_086","CA0987L9T221402","HUMBOLDT BAY HOUSING DEVELOPMENT","CA","2015-02-12",NA,27721,2015
260067555,"ASST_NON_CA0988L9T261402_086","CA0988L9T261402","THE RESOURCE CONNECTION OF AMADOR & CALAVERAS COUNTIES INC","CA","2015-02-12",NA,79890,2015
