"variable","row","value","robust_z","coc","state","predictor_year"
"state_homeless_funding_per_capita",416,73.3,68.96,"CA-602","California",2021
"state_homeless_funding_per_capita",429,73.3,68.96,"CA-603","California",2021
"state_homeless_funding_per_capita",442,73.3,68.96,"CA-604","California",2021
"state_homeless_funding_per_capita",455,73.3,68.96,"CA-606","California",2021
"state_homeless_funding_per_capita",468,73.3,68.96,"CA-607","California",2021
"state_homeless_funding_per_capita",481,73.3,68.96,"CA-608","California",2021
"state_homeless_funding_per_capita",494,73.3,68.96,"CA-609","California",2021
"state_homeless_funding_per_capita",507,73.3,68.96,"CA-611","California",2021
"state_homeless_funding_per_capita",520,73.3,68.96,"CA-612","California",2021
"state_homeless_funding_per_capita",533,73.3,68.96,"CA-613","California",2021
"state_homeless_funding_per_capita",546,73.3,68.96,"CA-614","California",2021
"state_homeless_funding_per_capita",11,71.05,66.82,"CA-500","California",2022
"state_homeless_funding_per_capita",24,71.05,66.82,"CA-501","California",2022
"state_homeless_funding_per_capita",37,71.05,66.82,"CA-502","California",2022
"state_homeless_funding_per_capita",50,71.05,66.82,"CA-503","California",2022
"state_homeless_funding_per_capita",63,71.05,66.82,"CA-504","California",2022
"state_homeless_funding_per_capita",76,71.05,66.82,"CA-505","California",2022
"state_homeless_funding_per_capita",89,71.05,66.82,"CA-506","California",2022
"state_homeless_funding_per_capita",102,71.05,66.82,"CA-507","California",2022
"state_homeless_funding_per_capita",115,71.05,66.82,"CA-508","California",2022
"state_homeless_funding_per_capita",140,71.05,66.82,"CA-510","California",2022
"state_homeless_funding_per_capita",153,71.05,66.82,"CA-511","California",2022
"state_homeless_funding_per_capita",166,71.05,66.82,"CA-512","California",2022
"state_homeless_funding_per_capita",179,71.05,66.82,"CA-513","California",2022
"state_homeless_funding_per_capita",192,71.05,66.82,"CA-514","California",2022
"state_homeless_funding_per_capita",205,71.05,66.82,"CA-515","California",2022
"state_homeless_funding_per_capita",218,71.05,66.82,"CA-516","California",2022
"state_homeless_funding_per_capita",231,71.05,66.82,"CA-517","California",2022
"state_homeless_funding_per_capita",244,71.05,66.82,"CA-518","California",2022
"state_homeless_funding_per_capita",257,71.05,66.82,"CA-519","California",2022
"state_homeless_funding_per_capita",270,71.05,66.82,"CA-520","California",2022
"state_homeless_funding_per_capita",283,71.05,66.82,"CA-521","California",2022
"state_homeless_funding_per_capita",296,71.05,66.82,"CA-522","California",2022
"state_homeless_funding_per_capita",309,71.05,66.82,"CA-523","California",2022
"state_homeless_funding_per_capita",322,71.05,66.82,"CA-524","California",2022
"state_homeless_funding_per_capita",335,71.05,66.82,"CA-525","California",2022
"state_homeless_funding_per_capita",348,71.05,66.82,"CA-526","California",2022
"state_homeless_funding_per_capita",357,71.05,66.82,"CA-527","California",2022
"state_homeless_funding_per_capita",366,71.05,66.82,"CA-529","California",2022
"state_homeless_funding_per_capita",373,71.05,66.82,"CA-530","California",2022
"state_homeless_funding_per_capita",378,71.05,66.82,"CA-531","California",2022
"state_homeless_funding_per_capita",391,71.05,66.82,"CA-600","California",2022
"state_homeless_funding_per_capita",404,71.05,66.82,"CA-601","California",2022
"state_homeless_funding_per_capita",417,71.05,66.82,"CA-602","California",2022
"state_homeless_funding_per_capita",430,71.05,66.82,"CA-603","California",2022
"state_homeless_funding_per_capita",443,71.05,66.82,"CA-604","California",2022
"state_homeless_funding_per_capita",456,71.05,66.82,"CA-606","California",2022
"state_homeless_funding_per_capita",469,71.05,66.82,"CA-607","California",2022
"state_homeless_funding_per_capita",482,71.05,66.82,"CA-608","California",2022
"state_homeless_funding_per_capita",495,71.05,66.82,"CA-609","California",2022
"state_homeless_funding_per_capita",508,71.05,66.82,"CA-611","California",2022
"state_homeless_funding_per_capita",521,71.05,66.82,"CA-612","California",2022
"state_homeless_funding_per_capita",534,71.05,66.82,"CA-613","California",2022
"state_homeless_funding_per_capita",547,71.05,66.82,"CA-614","California",2022
"coc_population_density_per_sq_mile",22,18586.9597403018,53.03,"CA-501","California",2019
"coc_population_density_per_sq_mile",21,18568.9747200041,52.98,"CA-501","California",2018
"coc_population_density_per_sq_mile",20,18512.9744692293,52.82,"CA-501","California",2017
"coc_population_density_per_sq_mile",19,18375.3352986504,52.42,"CA-501","California",2016
"coc_population_density_per_sq_mile",18,18196.0754597622,51.9,"CA-501","California",2015
"coc_population_density_per_sq_mile",17,17937.5803262913,51.15,"CA-501","California",2014
"coc_population_density_per_sq_mile",16,17701.898547993,50.46,"CA-501","California",2013
"coc_population_density_per_sq_mile",15,17476.3794658067,49.81,"CA-501","California",2012
"coc_population_density_per_sq_mile",26,17309.1588374578,49.32,"CA-501","California",2024
"coc_population_density_per_sq_mile",25,17224.4205061838,49.08,"CA-501","California",2023
"coc_population_density_per_sq_mile",23,17208.4595913357,49.03,"CA-501","California",2021
"coc_population_density_per_sq_mile",14,17197.5167712483,49,"CA-501","California",2011
"coc_population_density_per_sq_mile",24,17147.2514859143,48.85,"CA-501","California",2022
"coc_housing_supply_growth_rate_pct",255,-13.85474749,-33.43,"CA-519","California",2019
"state_homeless_funding_per_capita",12,35.73,33.27,"CA-500","California",2023
"state_homeless_funding_per_capita",25,35.73,33.27,"CA-501","California",2023
"state_homeless_funding_per_capita",38,35.73,33.27,"CA-502","California",2023
"state_homeless_funding_per_capita",51,35.73,33.27,"CA-503","California",2023
"state_homeless_funding_per_capita",64,35.73,33.27,"CA-504","California",2023
"state_homeless_funding_per_capita",77,35.73,33.27,"CA-505","California",2023
"state_homeless_funding_per_capita",90,35.73,33.27,"CA-506","California",2023
"state_homeless_funding_per_capita",103,35.73,33.27,"CA-507","California",2023
"state_homeless_funding_per_capita",116,35.73,33.27,"CA-508","California",2023
"state_homeless_funding_per_capita",128,35.73,33.27,"CA-509","California",2023
"state_homeless_funding_per_capita",141,35.73,33.27,"CA-510","California",2023
"state_homeless_funding_per_capita",154,35.73,33.27,"CA-511","California",2023
"state_homeless_funding_per_capita",167,35.73,33.27,"CA-512","California",2023
"state_homeless_funding_per_capita",180,35.73,33.27,"CA-513","California",2023
"state_homeless_funding_per_capita",193,35.73,33.27,"CA-514","California",2023
"state_homeless_funding_per_capita",206,35.73,33.27,"CA-515","California",2023
"state_homeless_funding_per_capita",219,35.73,33.27,"CA-516","California",2023
"state_homeless_funding_per_capita",232,35.73,33.27,"CA-517","California",2023
"state_homeless_funding_per_capita",245,35.73,33.27,"CA-518","California",2023
"state_homeless_funding_per_capita",258,35.73,33.27,"CA-519","California",2023
"state_homeless_funding_per_capita",271,35.73,33.27,"CA-520","California",2023
"state_homeless_funding_per_capita",284,35.73,33.27,"CA-521","California",2023
"state_homeless_funding_per_capita",297,35.73,33.27,"CA-522","California",2023
"state_homeless_funding_per_capita",310,35.73,33.27,"CA-523","California",2023
"state_homeless_funding_per_capita",323,35.73,33.27,"CA-524","California",2023
"state_homeless_funding_per_capita",336,35.73,33.27,"CA-525","California",2023
"state_homeless_funding_per_capita",349,35.73,33.27,"CA-526","California",2023
"state_homeless_funding_per_capita",358,35.73,33.27,"CA-527","California",2023
"state_homeless_funding_per_capita",367,35.73,33.27,"CA-529","California",2023
"state_homeless_funding_per_capita",374,35.73,33.27,"CA-530","California",2023
"state_homeless_funding_per_capita",379,35.73,33.27,"CA-531","California",2023
"state_homeless_funding_per_capita",392,35.73,33.27,"CA-600","California",2023
"state_homeless_funding_per_capita",405,35.73,33.27,"CA-601","California",2023
"state_homeless_funding_per_capita",418,35.73,33.27,"CA-602","California",2023
"state_homeless_funding_per_capita",431,35.73,33.27,"CA-603","California",2023
"state_homeless_funding_per_capita",444,35.73,33.27,"CA-604","California",2023
"state_homeless_funding_per_capita",457,35.73,33.27,"CA-606","California",2023
"state_homeless_funding_per_capita",470,35.73,33.27,"CA-607","California",2023
"state_homeless_funding_per_capita",483,35.73,33.27,"CA-608","California",2023
"state_homeless_funding_per_capita",496,35.73,33.27,"CA-609","California",2023
"state_homeless_funding_per_capita",509,35.73,33.27,"CA-611","California",2023
"state_homeless_funding_per_capita",522,35.73,33.27,"CA-612","California",2023
"state_homeless_funding_per_capita",535,35.73,33.27,"CA-613","California",2023
"state_homeless_funding_per_capita",548,35.73,33.27,"CA-614","California",2023
"coc_population_density_per_sq_mile",451,9112.03514041015,25.54,"CA-606","California",2016
"coc_population_density_per_sq_mile",452,9110.23450118969,25.54,"CA-606","California",2017
"coc_population_density_per_sq_mile",450,9093.73840978334,25.49,"CA-606","California",2015
"coc_population_density_per_sq_mile",453,9083.36016370042,25.46,"CA-606","California",2018
"coc_population_density_per_sq_mile",449,9052.85298924608,25.37,"CA-606","California",2014
"coc_population_density_per_sq_mile",454,9051.98287565181,25.37,"CA-606","California",2019
"coc_population_density_per_sq_mile",448,9009.9442164751,25.24,"CA-606","California",2013
"coc_population_density_per_sq_mile",447,8958.45062346473,25.09,"CA-606","California",2012
"coc_population_density_per_sq_mile",446,8905.34844739511,24.94,"CA-606","California",2011
"coc_population_density_per_sq_mile",455,8845.83448089146,24.77,"CA-606","California",2021
"coc_population_density_per_sq_mile",456,8789.97228646739,24.61,"CA-606","California",2022
"coc_population_density_per_sq_mile",458,8790.28246167612,24.61,"CA-606","California",2024
"coc_population_density_per_sq_mile",457,8775.58520614601,24.56,"CA-606","California",2023
"coc_hic_psh_beds_per_10k",22,122.47759341795,18.88,"CA-501","California",2019
"coc_population_density_per_sq_mile",516,6421.05368157028,17.73,"CA-612","California",2016
"coc_population_density_per_sq_mile",517,6419.78481013622,17.73,"CA-612","California",2017
"coc_population_density_per_sq_mile",515,6408.16037203606,17.69,"CA-612","California",2015
"coc_population_density_per_sq_mile",518,6400.84704694544,17.67,"CA-612","California",2018
"coc_population_density_per_sq_mile",514,6379.34930227854,17.61,"CA-612","California",2014
"coc_population_density_per_sq_mile",519,6378.73615208632,17.61,"CA-612","California",2019
"coc_population_density_per_sq_mile",513,6349.11242005331,17.52,"CA-612","California",2013
"coc_population_density_per_sq_mile",512,6312.82600106111,17.42,"CA-612","California",2012
"coc_population_density_per_sq_mile",511,6275.40604844931,17.31,"CA-612","California",2011
"coc_population_density_per_sq_mile",520,6233.46784607909,17.19,"CA-612","California",2021
"coc_population_density_per_sq_mile",521,6194.10296834979,17.07,"CA-612","California",2022
"coc_population_density_per_sq_mile",523,6194.32154209707,17.07,"CA-612","California",2024
"coc_population_density_per_sq_mile",522,6183.96470465336,17.04,"CA-612","California",2023
"coc_population_density_per_sq_mile",464,6132.25674536091,16.89,"CA-607","California",2016
"coc_population_density_per_sq_mile",465,6131.04494340497,16.89,"CA-607","California",2017
"coc_population_density_per_sq_mile",463,6119.94333259687,16.86,"CA-607","California",2015
"coc_population_density_per_sq_mile",466,6112.9589357452,16.84,"CA-607","California",2018
"coc_hic_temporary_beds_per_10k",867,114.771860829086,16.84,"FL-604","Florida",2018
"coc_population_density_per_sq_mile",462,6092.42808578174,16.78,"CA-607","California",2014
"coc_population_density_per_sq_mile",467,6091.84251297879,16.78,"CA-607","California",2019
"coc_population_density_per_sq_mile",461,6063.55115464557,16.7,"CA-607","California",2013
"coc_hic_psh_beds_per_10k",21,108.505091427689,16.6,"CA-501","California",2018
"coc_population_density_per_sq_mile",460,6028.8967741241,16.59,"CA-607","California",2012
"coc_population_density_per_sq_mile",459,5993.15984243119,16.49,"CA-607","California",2011
"coc_population_density_per_sq_mile",468,5953.10787633234,16.37,"CA-607","California",2021
"coc_population_density_per_sq_mile",469,5915.51349557227,16.27,"CA-607","California",2022
"coc_population_density_per_sq_mile",471,5915.72223862327,16.27,"CA-607","California",2024
"coc_population_density_per_sq_mile",470,5905.8312161487,16.24,"CA-607","California",2023
"state_homeless_funding_per_capita",9,16.48,14.98,"CA-500","California",2019
"state_homeless_funding_per_capita",22,16.48,14.98,"CA-501","California",2019
"state_homeless_funding_per_capita",35,16.48,14.98,"CA-502","California",2019
"state_homeless_funding_per_capita",48,16.48,14.98,"CA-503","California",2019
"state_homeless_funding_per_capita",61,16.48,14.98,"CA-504","California",2019
"state_homeless_funding_per_capita",74,16.48,14.98,"CA-505","California",2019
"state_homeless_funding_per_capita",87,16.48,14.98,"CA-506","California",2019
"state_homeless_funding_per_capita",100,16.48,14.98,"CA-507","California",2019
"state_homeless_funding_per_capita",113,16.48,14.98,"CA-508","California",2019
"state_homeless_funding_per_capita",126,16.48,14.98,"CA-509","California",2019
"state_homeless_funding_per_capita",138,16.48,14.98,"CA-510","California",2019
"state_homeless_funding_per_capita",151,16.48,14.98,"CA-511","California",2019
"state_homeless_funding_per_capita",164,16.48,14.98,"CA-512","California",2019
"state_homeless_funding_per_capita",177,16.48,14.98,"CA-513","California",2019
"state_homeless_funding_per_capita",190,16.48,14.98,"CA-514","California",2019
"state_homeless_funding_per_capita",203,16.48,14.98,"CA-515","California",2019
"state_homeless_funding_per_capita",216,16.48,14.98,"CA-516","California",2019
"state_homeless_funding_per_capita",229,16.48,14.98,"CA-517","California",2019
"state_homeless_funding_per_capita",242,16.48,14.98,"CA-518","California",2019
"state_homeless_funding_per_capita",255,16.48,14.98,"CA-519","California",2019
"state_homeless_funding_per_capita",268,16.48,14.98,"CA-520","California",2019
"state_homeless_funding_per_capita",281,16.48,14.98,"CA-521","California",2019
"state_homeless_funding_per_capita",294,16.48,14.98,"CA-522","California",2019
"state_homeless_funding_per_capita",307,16.48,14.98,"CA-523","California",2019
"state_homeless_funding_per_capita",320,16.48,14.98,"CA-524","California",2019
"state_homeless_funding_per_capita",333,16.48,14.98,"CA-525","California",2019
"state_homeless_funding_per_capita",346,16.48,14.98,"CA-526","California",2019
"state_homeless_funding_per_capita",355,16.48,14.98,"CA-527","California",2019
"state_homeless_funding_per_capita",364,16.48,14.98,"CA-529","California",2019
"state_homeless_funding_per_capita",371,16.48,14.98,"CA-530","California",2019
"state_homeless_funding_per_capita",376,16.48,14.98,"CA-531","California",2019
"state_homeless_funding_per_capita",389,16.48,14.98,"CA-600","California",2019
"state_homeless_funding_per_capita",402,16.48,14.98,"CA-601","California",2019
"state_homeless_funding_per_capita",415,16.48,14.98,"CA-602","California",2019
"state_homeless_funding_per_capita",428,16.48,14.98,"CA-603","California",2019
"state_homeless_funding_per_capita",441,16.48,14.98,"CA-604","California",2019
"state_homeless_funding_per_capita",454,16.48,14.98,"CA-606","California",2019
"state_homeless_funding_per_capita",467,16.48,14.98,"CA-607","California",2019
"state_homeless_funding_per_capita",480,16.48,14.98,"CA-608","California",2019
"state_homeless_funding_per_capita",493,16.48,14.98,"CA-609","California",2019
"state_homeless_funding_per_capita",506,16.48,14.98,"CA-611","California",2019
"state_homeless_funding_per_capita",519,16.48,14.98,"CA-612","California",2019
"state_homeless_funding_per_capita",532,16.48,14.98,"CA-613","California",2019
"state_homeless_funding_per_capita",545,16.48,14.98,"CA-614","California",2019
"coc_international_migration_rate_per_1000",819,36.73679322,14.58,"FL-600","Florida",2023
"coc_international_migration_rate_per_1000",818,36.63024811,14.53,"FL-600","Florida",2022
"coc_hic_psh_beds_per_10k",20,94.0048289371783,14.24,"CA-501","California",2017
"coc_real_gdp_per_capita_2017_usd",23,293048.696624639,13.91,"CA-501","California",2021
"coc_hic_psh_beds_per_10k",15,91.5456594231224,13.84,"CA-501","California",2012
"state_homeless_funding_per_capita",8,15.21,13.77,"CA-500","California",2018
"state_homeless_funding_per_capita",21,15.21,13.77,"CA-501","California",2018
"state_homeless_funding_per_capita",34,15.21,13.77,"CA-502","California",2018
"state_homeless_funding_per_capita",47,15.21,13.77,"CA-503","California",2018
"state_homeless_funding_per_capita",60,15.21,13.77,"CA-504","California",2018
"state_homeless_funding_per_capita",73,15.21,13.77,"CA-505","California",2018
"state_homeless_funding_per_capita",86,15.21,13.77,"CA-506","California",2018
"state_homeless_funding_per_capita",99,15.21,13.77,"CA-507","California",2018
"state_homeless_funding_per_capita",112,15.21,13.77,"CA-508","California",2018
"state_homeless_funding_per_capita",125,15.21,13.77,"CA-509","California",2018
"state_homeless_funding_per_capita",137,15.21,13.77,"CA-510","California",2018
"state_homeless_funding_per_capita",150,15.21,13.77,"CA-511","California",2018
"state_homeless_funding_per_capita",163,15.21,13.77,"CA-512","California",2018
"state_homeless_funding_per_capita",176,15.21,13.77,"CA-513","California",2018
"state_homeless_funding_per_capita",189,15.21,13.77,"CA-514","California",2018
"state_homeless_funding_per_capita",202,15.21,13.77,"CA-515","California",2018
"state_homeless_funding_per_capita",215,15.21,13.77,"CA-516","California",2018
"state_homeless_funding_per_capita",228,15.21,13.77,"CA-517","California",2018
"state_homeless_funding_per_capita",241,15.21,13.77,"CA-518","California",2018
"state_homeless_funding_per_capita",254,15.21,13.77,"CA-519","California",2018
"state_homeless_funding_per_capita",267,15.21,13.77,"CA-520","California",2018
"state_homeless_funding_per_capita",280,15.21,13.77,"CA-521","California",2018
"state_homeless_funding_per_capita",293,15.21,13.77,"CA-522","California",2018
"state_homeless_funding_per_capita",306,15.21,13.77,"CA-523","California",2018
"state_homeless_funding_per_capita",319,15.21,13.77,"CA-524","California",2018
"state_homeless_funding_per_capita",332,15.21,13.77,"CA-525","California",2018
"state_homeless_funding_per_capita",345,15.21,13.77,"CA-526","California",2018
"state_homeless_funding_per_capita",354,15.21,13.77,"CA-527","California",2018
"state_homeless_funding_per_capita",363,15.21,13.77,"CA-529","California",2018
"state_homeless_funding_per_capita",370,15.21,13.77,"CA-530","California",2018
"state_homeless_funding_per_capita",388,15.21,13.77,"CA-600","California",2018
"state_homeless_funding_per_capita",401,15.21,13.77,"CA-601","California",2018
"state_homeless_funding_per_capita",414,15.21,13.77,"CA-602","California",2018
"state_homeless_funding_per_capita",427,15.21,13.77,"CA-603","California",2018
"state_homeless_funding_per_capita",440,15.21,13.77,"CA-604","California",2018
"state_homeless_funding_per_capita",453,15.21,13.77,"CA-606","California",2018
"state_homeless_funding_per_capita",466,15.21,13.77,"CA-607","California",2018
"state_homeless_funding_per_capita",479,15.21,13.77,"CA-608","California",2018
"state_homeless_funding_per_capita",492,15.21,13.77,"CA-609","California",2018
"state_homeless_funding_per_capita",505,15.21,13.77,"CA-611","California",2018
"state_homeless_funding_per_capita",518,15.21,13.77,"CA-612","California",2018
"state_homeless_funding_per_capita",531,15.21,13.77,"CA-613","California",2018
"state_homeless_funding_per_capita",544,15.21,13.77,"CA-614","California",2018
"coc_housing_supply_growth_rate_pct",716,6.45700127877238,13.6,"FL-512","Florida",2022
"coc_real_gdp_per_capita_2017_usd",25,283073.302724406,13.34,"CA-501","California",2023
"coc_real_gdp_per_capita_2017_usd",26,282708.192854363,13.32,"CA-501","California",2024
"coc_permits_per_1000_housing_units",715,67.0556265984655,13.21,"FL-512","Florida",2021
"coc_hic_psh_beds_per_10k",19,87.1932916586346,13.13,"CA-501","California",2016
"coc_real_gdp_per_capita_2017_usd",24,279096.245774869,13.11,"CA-501","California",2022
"coc_hic_psh_beds_per_10k",14,85.7966039355116,12.9,"CA-501","California",2011
"coc_housing_supply_growth_rate_pct",717,5.95875344409493,12.45,"FL-512","Florida",2023
"coc_real_gdp_per_capita_2017_usd",168,264866.350874217,12.3,"CA-512","California",2024
"coc_hic_psh_beds_per_10k",18,81.7024136452648,12.24,"CA-501","California",2015
"coc_permits_per_1000_housing_units",716,61.6596220692348,12.03,"FL-512","Florida",2022
"coc_hic_psh_beds_per_10k",17,80.4349103732001,12.03,"CA-501","California",2014
"coc_hic_psh_beds_per_10k",16,79.0521837317109,11.8,"CA-501","California",2013
"coc_real_gdp_per_capita_2017_usd",167,244320.36439061,11.13,"CA-512","California",2023
"coc_international_migration_rate_per_1000",820,27.92216075,10.85,"FL-600","Florida",2024
"coc_population_density_per_sq_mile",414,3975.12661794959,10.64,"CA-602","California",2018
"coc_population_density_per_sq_mile",413,3973.01888176146,10.63,"CA-602","California",2017
"coc_population_density_per_sq_mile",415,3974.77491137663,10.63,"CA-602","California",2019
"coc_population_density_per_sq_mile",412,3961.37501610933,10.6,"CA-602","California",2016
"coc_population_density_per_sq_mile",416,3956.11068213826,10.58,"CA-602","California",2021
"coc_population_density_per_sq_mile",419,3952.66495902311,10.57,"CA-602","California",2024
"coc_hic_psh_beds_per_10k",24,71.5018210523986,10.57,"CA-501","California",2022
"coc_population_density_per_sq_mile",417,3950.44332497683,10.56,"CA-602","California",2022
"coc_housing_supply_growth_rate_pct",714,5.13930042639301,10.55,"FL-512","Florida",2019
"coc_population_density_per_sq_mile",411,3941.71699676801,10.54,"CA-602","California",2015
"coc_population_density_per_sq_mile",418,3941.79334588171,10.54,"CA-602","California",2023
"coc_population_density_per_sq_mile",410,3913.25129360491,10.46,"CA-602","California",2014
"coc_population_density_per_sq_mile",409,3886.23246872772,10.38,"CA-602","California",2013
"coc_hic_psh_beds_per_10k",26,70.1386816412793,10.35,"CA-501","California",2024
"coc_hic_psh_beds_per_10k",25,70.0797869084838,10.34,"CA-501","California",2023
"coc_real_gdp_per_capita_2017_usd",22,229643.69552006,10.3,"CA-501","California",2019
"coc_population_density_per_sq_mile",408,3852.58629045614,10.28,"CA-602","California",2012
"coc_real_gdp_per_capita_2017_usd",165,228751.222052399,10.25,"CA-512","California",2021
"coc_permits_per_1000_housing_units",713,53.3894630338946,10.21,"FL-512","Florida",2018
"coc_population_density_per_sq_mile",407,3816.54325066421,10.18,"CA-602","California",2011
"coc_real_gdp_per_capita_2017_usd",166,225951.166235486,10.09,"CA-512","California",2022
"coc_hic_psh_beds_per_10k",23,68.0496318777116,10.01,"CA-501","California",2021
"coc_hic_psh_beds_per_10k",129,66.7873486322086,9.81,"CA-509","California",2024
"coc_real_gdp_per_capita_2017_usd",21,212050.980978735,9.3,"CA-501","California",2018
"coc_permits_per_1000_housing_units",844,48.0968037148765,9.05,"FL-602","Florida",2022
"coc_real_gdp_per_capita_2017_usd",13,207212.999364074,9.03,"CA-500","California",2024
"coc_housing_supply_growth_rate_pct",845,4.4512422465512,8.96,"FL-602","Florida",2023
"coc_housing_supply_growth_rate_pct",718,4.41985035710237,8.89,"FL-512","Florida",2024
"coc_population_density_per_sq_mile",584,3346.27610884799,8.81,"FL-502","Florida",2019
"coc_population_density_per_sq_mile",583,3339.62471427925,8.79,"FL-502","Florida",2018
"coc_unemployment_rate_pct",524,28.9,8.77,"CA-613","California",2011
"coc_population_density_per_sq_mile",582,3323.4355356514,8.74,"FL-502","Florida",2017
"coc_real_gdp_per_capita_2017_usd",10,202199.871161463,8.74,"CA-500","California",2021
"coc_population_density_per_sq_mile",587,3314.51896026977,8.72,"FL-502","Florida",2023
"coc_housing_supply_growth_rate_pct",361,-3.183945738,-8.72,"CA-529","California",2016
"coc_population_density_per_sq_mile",586,3310.23914137027,8.71,"FL-502","Florida",2022
"coc_population_density_per_sq_mile",588,3296.1709956854,8.67,"FL-502","Florida",2024
"coc_population_density_per_sq_mile",581,3294.3760114958,8.66,"FL-502","Florida",2016
"coc_population_density_per_sq_mile",585,3294.77756627626,8.66,"FL-502","Florida",2021
"coc_population_growth_rate_pct",23,-6.738358135,-8.57,"CA-501","California",2021
"coc_hic_psh_beds_per_10k",128,59.2113363405379,8.57,"CA-509","California",2023
"coc_population_density_per_sq_mile",580,3250.39718280442,8.53,"FL-502","Florida",2015
"coc_permits_per_1000_housing_units",717,45.7076862033783,8.53,"FL-512","Florida",2023
"coc_international_migration_rate_per_1000",832,22.40624608,8.52,"FL-601","Florida",2023
"coc_real_gdp_per_capita_2017_usd",12,198309.707206174,8.52,"CA-500","California",2023
"coc_group_quarters_per_1000_residents",775,109.896809731796,8.51,"FL-518","Florida",2015
"coc_group_quarters_per_1000_residents",772,109.754763529006,8.49,"FL-518","Florida",2012
"coc_population_density_per_sq_mile",579,3213.81108058418,8.43,"FL-502","Florida",2014
"coc_real_gdp_per_capita_2017_usd",20,196595.541064685,8.42,"CA-501","California",2017
"coc_group_quarters_per_1000_residents",773,108.706655060508,8.39,"FL-518","Florida",2013
"coc_population_density_per_sq_mile",578,3186.40239274828,8.35,"FL-502","Florida",2013
"coc_group_quarters_per_1000_residents",774,108.259491137497,8.35,"FL-518","Florida",2014
"coc_real_gdp_per_capita_2017_usd",11,195368.635836855,8.35,"CA-500","California",2022
"coc_group_quarters_per_1000_residents",776,108.037052893595,8.33,"FL-518","Florida",2016
"coc_population_density_per_sq_mile",577,3163.16026477122,8.28,"FL-502","Florida",2012
"coc_population_density_per_sq_mile",576,3152.2221871187,8.25,"FL-502","Florida",2011
"coc_unemployment_rate_pct",525,27.4,8.21,"CA-613","California",2012
"coc_group_quarters_per_1000_residents",771,106.495143448321,8.18,"FL-518","Florida",2011
"coc_housing_supply_growth_rate_pct",844,4.09639404417472,8.14,"FL-602","Florida",2022
"coc_group_quarters_per_1000_residents",777,105.910091987166,8.13,"FL-518","Florida",2017
"coc_real_per_capita_personal_income_2025_usd",165,207347.176142264,8.1,"CA-512","California",2021
"coc_housing_supply_growth_rate_pct",715,4.04903077729084,8.03,"FL-512","Florida",2021
"coc_housing_supply_growth_rate_pct",713,4.0434610974303,8.01,"FL-512","Florida",2018
"coc_real_gdp_per_capita_2017_usd",164,187612.257356588,7.91,"CA-512","California",2019
"coc_permits_per_1000_housing_units",843,42.6046150589232,7.85,"FL-602","Florida",2021
"coc_international_migration_rate_per_1000",652,20.8349197337552,7.85,"FL-507","Florida",2023
"coc_permits_per_1000_housing_units",712,42.0700415436961,7.73,"FL-512","Florida",2017
